Q,ID,TOOL,Expected,Predicted,ID/OOD DAIV,Loss DAIV,Loss Selforacle,ASS 1,ASS 2,ID/OOD Human,Misclass Human 1,Misclass Human 2,Misclass Humans,ID/OOD Selforacle 9999
43,dj_96_e5_p2,dj,5,2,ood,2444.751953125,12.572192,Digit 5,Digit 1,id,1,0,N/A,ood
43,dj_97_e5_p8,dj,5,8,ood,2814.3056640625,6.7422495,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood
44,dj_98_e5_p8,dj,5,8,ood,2577.525390625,6.8587,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,ood
44,dj_99_e5_p6,dj,5,6,ood,1138.5872802734400,34.294914,Not a Street View House Number,Digit 6,?,0,0,no,ood
0,dlf_0_e5_p3,dlf,5,3,id,6598.2275390625,1.8024938,Not a Street View House Number,Digit 3,?,0,0,no,id
1,dlf_1_e5_p6,dlf,5,6,id,6573.23583984375,1.7083981,Digit 5,Digit 5,id,1,1,yes,id
2,dlf_10_e5_p6,dlf,5,6,id,7609.41845703125,0.9041733,Digit 8,Digit 5,id,0,1,N/A,id
3,dlf_11_e5_p6,dlf,5,6,id,7051.802734375,1.2293532,Not a Street View House Number,Digit 6,?,0,0,no,id
4,dlf_12_e5_p6,dlf,5,6,id,8478.0185546875,0.76285064,Digit 5,Digit 6,id,1,0,N/A,id
5,dlf_13_e5_p4,dlf,5,4,id,7962.15625,0.95344305,Digit 3,Digit 3,id,0,0,no,id
6,dlf_14_e5_p6,dlf,5,6,id,8437.44921875,0.81990135,Digit 6,Digit 6,id,0,0,no,id
7,dlf_15_e5_p6,dlf,5,6,id,8453.02734375,0.7399868,Digit 6,Digit 3,id,0,0,no,id
8,dlf_16_e5_p9,dlf,5,9,id,8820.6357421875,0.6552831,Digit 9,Not a Street View House Number,?,0,0,no,id
9,dlf_17_e5_p6,dlf,5,6,id,7094.13671875,1.3335057,Not a Street View House Number,Digit 6,?,0,0,no,id
10,dlf_18_e5_p8,dlf,5,8,id,8077.28515625,1.0659411,Digit 5,Digit 6,id,1,0,N/A,id
11,dlf_19_e5_p3,dlf,5,3,id,7904.6328125,1.0658289,Digit 5,Digit 5,id,1,1,yes,id
12,dlf_2_e5_p6,dlf,5,6,id,8888.0224609375,0.65360695,Digit 6,Digit 6,id,0,0,no,id
13,dlf_20_e5_p6,dlf,5,6,id,8011.29296875,0.7350693,Digit 6,Digit 5,id,0,1,N/A,id
14,dlf_21_e5_p6,dlf,5,6,id,7139.8251953125,1.3849179,Digit 5,Digit 5,id,1,1,yes,id
15,dlf_22_e5_p6,dlf,5,6,id,7333.37841796875,1.0320852,Digit 5,Digit 5,id,1,1,yes,id
16,dlf_23_e5_p3,dlf,5,3,id,5624.72998046875,2.365243,Digit 5,Digit 5,id,1,1,yes,id
17,dlf_24_e5_p9,dlf,5,9,id,6661.08154296875,2.3165832,Digit 5,Digit 5,id,1,1,yes,id
18,dlf_25_e5_p7,dlf,5,7,id,8313.908203125,1.0420014,Digit 9,Digit 9,id,0,0,no,id
19,dlf_26_e5_p0,dlf,5,0,id,7922.12255859375,1.0500175,Digit 8,Digit 3,id,0,0,no,id
20,dlf_27_e5_p3,dlf,5,3,id,9014.9130859375,0.55961156,Digit 5,Digit 3,id,1,0,N/A,id
21,dlf_28_e5_p6,dlf,5,6,id,6657.98486328125,1.6967475,Digit 5,Digit 5,id,1,1,yes,id
22,dlf_29_e5_p6,dlf,5,6,id,6845.14013671875,1.4018105,Digit 5,Digit 5,id,1,1,yes,id
23,dlf_3_e5_p6,dlf,5,6,id,6895.330078125,1.8414779,Digit 5,Not a Street View House Number,?,1,0,N/A,id
24,dlf_30_e5_p6,dlf,5,6,id,8446.212890625,0.7580743,Digit 6,Digit 6,id,0,0,no,id
25,dlf_31_e5_p3,dlf,5,3,id,8720.4638671875,0.59314543,Digit 3,Not a Street View House Number,?,0,0,no,id
26,dlf_32_e5_p6,dlf,5,6,id,9354.4970703125,0.47049662,Digit 6,Digit 6,id,0,0,no,id
27,dlf_33_e5_p9,dlf,5,9,id,8747.9326171875,0.922735,Digit 9,Digit 9,id,0,0,no,id
28,dlf_34_e5_p9,dlf,5,9,id,8367.30859375,0.910107,Digit 9,Digit 9,id,0,0,no,id
29,dlf_35_e5_p9,dlf,5,9,id,6788.65283203125,1.4355167,Digit 5,Digit 5,id,1,1,yes,id
30,dlf_36_e5_p3,dlf,5,3,id,8059.7470703125,0.9920972,Not a Street View House Number,Digit 5,?,0,1,N/A,id
31,dlf_37_e5_p3,dlf,5,3,id,8687.8759765625,0.8510217,Digit 3,Not a Street View House Number,?,0,0,no,id
32,dlf_38_e5_p7,dlf,5,7,id,8447.4541015625,0.86315084,Digit 8,Not a Street View House Number,?,0,0,no,id
33,dlf_39_e5_p6,dlf,5,6,id,8618.7041015625,0.6454432,Digit 6,Digit 6,id,0,0,no,id
34,dlf_4_e5_p3,dlf,5,3,id,8803.1298828125,0.5263341,Not a Street View House Number,Digit 3,?,0,0,no,id
35,dlf_40_e5_p9,dlf,5,9,id,9654.3916015625,0.46277043,Digit 8,Digit 8,id,0,0,no,id
36,dlf_41_e5_p6,dlf,5,6,id,7118.36181640625,1.3898267,Digit 5,Digit 5,id,1,1,yes,id
37,dlf_42_e5_p6,dlf,5,6,id,8886.5712890625,0.61331666,Digit 6,Digit 6,id,0,0,no,id
38,dlf_43_e5_p3,dlf,5,3,id,8197.67578125,0.77593064,Digit 6,Digit 6,id,0,0,no,id
39,dlf_44_e5_p9,dlf,5,9,id,9938.9736328125,0.51108074,Digit 8,Not a Street View House Number,?,0,0,no,id
40,dlf_45_e5_p3,dlf,5,3,id,9006.2138671875,0.6899484,Digit 3,Not a Street View House Number,?,0,0,no,id
41,dlf_46_e5_p3,dlf,5,3,id,9257.78515625,0.5815959,Digit 3,Not a Street View House Number,?,0,0,no,id
42,dlf_47_e5_p2,dlf,5,2,id,8166.609375,0.92904675,Digit 5,Digit 5,id,1,1,yes,id
43,dlf_48_e5_p3,dlf,5,3,id,9190.4873046875,0.76571673,Digit 5,Digit 5,id,1,1,yes,id
44,dlf_49_e5_p9,dlf,5,9,id,8499.666015625,0.78006804,Digit 8,Digit 9,id,0,0,no,id
45,dlf_5_e5_p6,dlf,5,6,id,7311.712890625,1.1018417,Digit 5,Digit 5,id,1,1,yes,id
0,dlf_50_e5_p4,dlf,5,4,id,8806.79296875,0.7057949,Digit 6,Digit 6,id,0,0,no,id
1,dlf_51_e5_p6,dlf,5,6,id,6404.2666015625,1.6126369,Digit 5,Digit 5,id,1,1,yes,id
12,dlf_52_e5_p6,dlf,5,6,id,6700.42919921875,1.4564664,Digit 5,Digit 5,id,1,1,yes,id
23,dlf_53_e5_p3,dlf,5,3,id,9845.8564453125,0.5535866,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
34,dlf_54_e5_p8,dlf,5,8,id,9387.0537109375,0.5281618,Not a Street View House Number,Digit 5,?,0,1,N/A,id
45,dlf_55_e5_p3,dlf,5,3,id,8976.0224609375,0.67197156,Digit 3,Digit 3,id,0,0,no,id
46,dlf_56_e5_p3,dlf,5,3,id,8163.90625,0.8544718,Digit 3,Not a Street View House Number,?,0,0,no,id
47,dlf_57_e5_p3,dlf,5,3,id,6605.65625,2.0832691,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
48,dlf_58_e5_p9,dlf,5,9,id,7991.7451171875,0.9197357,Not a Street View House Number,Digit 3,?,0,0,no,id
49,dlf_59_e5_p6,dlf,5,6,id,7528.39794921875,1.3736393,Digit 6,Digit 6,id,0,0,no,id
46,dlf_6_e5_p6,dlf,5,6,id,8584.1240234375,0.7943088,Digit 5,Digit 5,id,1,1,yes,id
2,dlf_60_e5_p6,dlf,5,6,id,7657.4873046875,1.1467637,Digit 8,Digit 8,id,0,0,no,id
3,dlf_61_e5_p6,dlf,5,6,id,7475.75830078125,1.0078125,Digit 6,Digit 6,id,0,0,no,id
4,dlf_62_e5_p6,dlf,5,6,id,9924.5439453125,0.38357267,Digit 5,Digit 6,id,1,0,N/A,id
5,dlf_63_e5_p6,dlf,5,6,id,8664.955078125,0.7080955,Digit 6,Digit 6,id,0,0,no,id
6,dlf_64_e5_p6,dlf,5,6,id,7869.736328125,1.1966695,Digit 5,Digit 8,id,1,0,N/A,id
7,dlf_65_e5_p3,dlf,5,3,id,8518.3125,0.961635,Digit 3,Digit 3,id,0,0,no,id
8,dlf_66_e5_p6,dlf,5,6,id,7665.39111328125,1.2666962,Digit 6,Digit 5,id,0,1,N/A,id
9,dlf_67_e5_p9,dlf,5,9,id,8894.2216796875,0.79631037,Not a Street View House Number,Digit 8,?,0,0,no,id
10,dlf_68_e5_p9,dlf,5,9,id,9449.1865234375,0.5180907,Digit 8,Digit 8,id,0,0,no,id
11,dlf_69_e5_p3,dlf,5,3,id,8682.3896484375,0.66946816,Digit 5,Digit 3,id,1,0,N/A,id
47,dlf_7_e5_p6,dlf,5,6,id,7227.59521484375,1.2373741,Digit 5,Digit 5,id,1,1,yes,id
13,dlf_70_e5_p6,dlf,5,6,id,7102.47021484375,1.2851372,Digit 5,Digit 5,id,1,1,yes,id
14,dlf_71_e5_p7,dlf,5,7,id,9794.8603515625,0.5973439,Digit 5,Not a Street View House Number,?,1,0,N/A,id
15,dlf_72_e5_p6,dlf,5,6,id,9167.3369140625,0.5745962,Digit 6,Digit 6,id,0,0,no,id
16,dlf_73_e5_p3,dlf,5,3,id,7160.7763671875,1.9886729,Not a Street View House Number,Digit 5,?,0,1,N/A,id
17,dlf_74_e5_p3,dlf,5,3,id,8224.2578125,0.75270075,Digit 5,Digit 5,id,1,1,yes,id
18,dlf_75_e5_p3,dlf,5,3,id,9650.1279296875,0.50928175,Not a Street View House Number,Digit 5,?,0,1,N/A,id
19,dlf_76_e5_p3,dlf,5,3,id,6929.75537109375,1.9233786,Digit 5,Digit 5,id,1,1,yes,id
20,dlf_77_e5_p3,dlf,5,3,id,7970.55810546875,0.9910636,Digit 5,Digit 5,id,1,1,yes,id
21,dlf_78_e5_p7,dlf,5,7,id,9220.1376953125,0.5247318,Digit 5,Not a Street View House Number,?,1,0,N/A,id
22,dlf_79_e5_p6,dlf,5,6,id,7400.44384765625,1.5480503,Digit 5,Digit 5,id,1,1,yes,id
48,dlf_8_e5_p6,dlf,5,6,id,8697.859375,0.71376455,Digit 6,Digit 6,id,0,0,no,id
24,dlf_80_e5_p6,dlf,5,6,id,9452.4453125,0.5052817,Digit 6,Digit 6,id,0,0,no,id
25,dlf_81_e5_p9,dlf,5,9,id,7693.20654296875,0.9342317,Digit 5,Digit 3,id,1,0,N/A,id
26,dlf_82_e5_p3,dlf,5,3,id,8250.4873046875,0.90728986,Digit 5,Digit 6,id,1,0,N/A,id
27,dlf_83_e5_p9,dlf,5,9,id,8265.681640625,0.95532894,Digit 3,Digit 3,id,0,0,no,id
28,dlf_84_e5_p8,dlf,5,8,id,9110.017578125,0.5481774,Digit 8,Digit 2,id,0,0,no,id
29,dlf_85_e5_p6,dlf,5,6,id,9036.61328125,0.6398979,Digit 6,Digit 6,id,0,0,no,id
30,dlf_86_e5_p6,dlf,5,6,id,9730.66015625,0.4803339,Not a Street View House Number,Digit 6,?,0,0,no,id
31,dlf_87_e5_p0,dlf,5,0,id,9162.3203125,0.8353073,Digit 0,Not a Street View House Number,?,0,0,no,id
32,dlf_88_e5_p3,dlf,5,3,id,8183.0703125,1.0661019,Digit 3,Not a Street View House Number,?,0,0,no,id
33,dlf_89_e5_p9,dlf,5,9,id,9184.1875,0.7156864,Digit 5,Digit 5,id,1,1,yes,id
49,dlf_9_e5_p0,dlf,5,0,id,8976.2880859375,0.85685706,Digit 0,Not a Street View House Number,?,0,0,no,id
35,dlf_90_e5_p0,dlf,5,0,id,8022.7744140625,0.87321824,Digit 2,Digit 6,id,0,0,no,id
36,dlf_91_e5_p8,dlf,5,8,id,8999.9892578125,0.6750885,Digit 5,Not a Street View House Number,?,1,0,N/A,id
37,dlf_92_e5_p6,dlf,5,6,id,8474.8046875,0.6819051,Digit 5,Digit 5,id,1,1,yes,id
38,dlf_93_e5_p9,dlf,5,9,id,6475.5615234375,2.4695306,Digit 5,Digit 5,id,1,1,yes,id
39,dlf_94_e5_p6,dlf,5,6,id,8352.65625,0.7946517,Digit 6,Not a Street View House Number,?,0,0,no,id
40,dlf_95_e5_p7,dlf,5,7,id,8599.138671875,0.8423078,Not a Street View House Number,Not a Street View House Number,ood,0,0,no,id
41,dlf_96_e5_p3,dlf,5,3,id,8470.3212890625,0.7856728,Digit 3,Digit 5,id,0,1,N/A,id
42,dlf_97_e5_p3,dlf,5,3,id,7973.6142578125,0.9520683,Digit 3,Digit 5,id,0,1,N/A,id
43,dlf_98_e5_p6,dlf,5,6,id,6762.662109375,1.659886,Digit 5,Digit 5,id,1,1,yes,id
44,dlf_99_e5_p9,dlf,5,9,id,8617.7666015625,0.65228283,Digit 7,Digit 8,id,0,0,no,id
0,dx_0_occl_e5_p3,dx,5,3,ood,3723.299072265630,5.1287813,Digit 5,Digit 5,id,1,1,yes,id
1,dx_1_occl_e5_p3,dx,5,3,id,5600.58203125,1.6446631,Digit 5,Digit 5,id,1,1,yes,id
2,dx_10_occl_e5_p3,dx,5,3,id,7250.3154296875,1.1583097,Not a Street View House Number,Digit 5,?,0,1,N/A,id
3,dx_11_occl_e5_p3,dx,5,3,id,7315.78173828125,1.1003026,Digit 5,Digit 5,id,1,1,yes,id
4,dx_12_occl_e5_p3,dx,5,3,ood,4640.72900390625,2.8941848,Digit 5,Digit 5,id,1,1,yes,id
5,dx_13_occl_e5_p6,dx,5,6,id,5646.54248046875,4.752615,Digit 5,Digit 5,id,1,1,yes,id
6,dx_14_occl_e5_p3,dx,5,3,ood,5042.16552734375,2.5911593,Digit 5,Digit 5,id,1,1,yes,id
7,dx_15_occl_e5_p3,dx,5,3,ood,5328.984375,2.0079272,Digit 5,Digit 5,id,1,1,yes,id
8,dx_16_occl_e5_p3,dx,5,3,ood,3647.143798828130,4.9138155,Digit 5,Digit 5,id,1,1,yes,id
9,dx_17_occl_e5_p2,dx,5,2,ood,5391.93798828125,2.5334897,Digit 5,Digit 5,id,1,1,yes,id
10,dx_18_occl_e5_p3,dx,5,3,id,7136.20849609375,1.087122,Digit 5,Digit 5,id,1,1,yes,id
11,dx_19_occl_e5_p7,dx,5,7,ood,2742.65966796875,6.2914352,Digit 5,Digit 5,id,1,1,yes,ood
12,dx_2_occl_e5_p7,dx,5,7,ood,4958.96923828125,2.8139324,Digit 5,Digit 5,id,1,1,yes,id
13,dx_20_occl_e5_p3,dx,5,3,ood,5022.1474609375,2.6086266,Digit 5,Digit 5,id,1,1,yes,id
14,dx_21_occl_e5_p3,dx,5,3,ood,3086.85205078125,4.074148,Digit 5,Digit 5,id,1,1,yes,id
15,dx_22_occl_e5_p3,dx,5,3,ood,5224.49951171875,1.9100416,Digit 6,Digit 5,id,0,1,N/A,id
16,dx_23_occl_e5_p3,dx,5,3,id,7864.37158203125,1.2538764,Not a Street View House Number,Digit 5,?,0,1,N/A,id
17,dx_24_occl_e5_p3,dx,5,3,id,8211.3408203125,0.7444374,Digit 4,Digit 5,id,0,1,N/A,id
18,dx_25_occl_e5_p3,dx,5,3,ood,5092.98779296875,2.2399976,Digit 5,Digit 5,id,1,1,yes,id
19,dx_26_occl_e5_p3,dx,5,3,id,6650.3671875,1.8753858,Digit 5,Not a Street View House Number,?,1,0,N/A,id
